Title,Link,Occupations,Companies,Company_location,Sepcs
External Auditor,https://wuzzuf.net/jobs/p/EX4UCkDHFzd8-External-Auditor-Precision-Accounting-International-Giza-Egypt,Full TimeOn-site,Precision Accounting International,"<span class=""css-5wys0k"">Smart Village, <!-- -->Giza, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 3 - 7 Yrs of Exp · Accounting/Finance · Accounting · External Auditor · Financial Analysis · Auditing · Data Analysis · Finance · tax
Marketing Brand Manager,https://wuzzuf.net/jobs/p/NPxa7kzlYUKT-Marketing-Brand-Manager-Saya-Brokerage-Cairo-Egypt,Full TimeOn-site,Saya Brokerage,"<span class=""css-5wys0k"">Cairo, <!-- -->Egypt </span>",Full TimeOn-siteManager · 10 - 15 Yrs of Exp · Marketing/PR/Advertising · Sales/Retail · Media/Journalism/Publishing · Analysis · Brand · business · Communication · Data Analysis · Market Research · Marketing
Accountant,https://wuzzuf.net/jobs/p/wT2aZZo8RVQj-Accountant-Arma-Non-Food-Cairo-Egypt,Full TimeOn-site,Arma Non Food,"<span class=""css-5wys0k"">Heliopolis, <!-- -->Cairo, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 2 - 3 Yrs of Exp · Accounting/Finance · Operations/Management · Accounting · Financial Accounting · Financial Data Analysis
Data Analyst,https://wuzzuf.net/jobs/p/d08tp08z8vjc-Data-Analyst-Kasrawy-Group-Giza-Egypt,Full TimeOn-site,Kasrawy Group,"<span class=""css-5wys0k"">Abu Rawash, <!-- -->Giza, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 1 - 3 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Communication · Communication skills · Analysis · Computer Science · Economics · Data Analysis · English
Data analyst and sustainability coordinator,https://wuzzuf.net/jobs/p/TiSheXB9yNx7-Data-analyst-and-sustainability-coordinator-Olam-SVI-Giza-Egypt,Full TimeOn-site,Olam SVI,"<span class=""css-5wys0k"">6th of October, <!-- -->Giza, <!-- -->Egypt </span>",Full TimeOn-siteEntry Level · 0 - 1 Yrs of Exp · Logistics/Supply Chain · Analysis · Data Analysis · MS Office · Microsoft Excel · Microsoft Powerpoint · English
Timekeeper - HR,https://wuzzuf.net/jobs/p/lgY1NtlH7I07-Timekeeper---HR-Emessa-Denim-Beni-Suef-Egypt,Full TimeShift BasedOn-site,Emessa Denim  ,"<span class=""css-5wys0k"">Beni Suef, <!-- -->Egypt </span>",Full TimeShift BasedOn-siteEntry Level · Administration · Human Resources · Manufacturing/Production · timekeeper · Time Scheduling · Time Management · HR · HR Systems · Payroll Administration · Human Resources
Industrial Quality Internship - Alexandria,https://wuzzuf.net/internship/n0q83brSFtsv-Industrial-Quality-Internship---Alexandria-Prometeon-Tyres-Group-–-Egypt-Ex-Pirelli-Tyres-Egypt-Alexandria-Egypt,InternshipOn-site,Prometeon Tyres Group – Egypt  (Ex-Pirelli Tyres Egypt),"<span class=""css-5wys0k"">Ameria, <!-- -->Alexandria, <!-- -->Egypt </span>",InternshipOn-siteEntry Level · 0 - 1 Yrs of Exp · Quality · Engineering - Mechanical/Electrical · industrial Quality · Data Analysis · Reporting · Engineering · Mechanical · Electromechanical Engineering · quality · Quality Assurance
Retail Manager,https://wuzzuf.net/jobs/p/T87dcVYoyXSP-Retail-Manager-CNS-Group-Cairo-Egypt,Full TimeOn-site,CNS Group,"<span class=""css-5wys0k"">Heliopolis, <!-- -->Cairo, <!-- -->Egypt </span>",Full TimeOn-siteManager · 5 - 10 Yrs of Exp · males_preferred · Administration · Operations/Management · Sales/Retail · Retail · Sales Skills · Store Management · Sales · Analysis · Communication · Customer Care
External Senior Auditor,https://wuzzuf.net/jobs/p/j5VFP22crq9L-External-Senior-Auditor-Shohdy-Finance-Cairo-Egypt,Full TimeOn-site,Shohdy Finance ,"<span class=""css-5wys0k"">New Heliopolis, <!-- -->Cairo, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 5 - 9 Yrs of Exp · Accounting/Finance · Accounting · Data Analysis · Auditing · External Auditing · ERP · IFRS · GAAP · Financial Analysis · Financial
Material Control Engineer,https://wuzzuf.net/jobs/p/ojdFtY1265e8-Material-Control-Engineer-etisal-for-advanced-industries-Giza-Egypt,Full TimeOn-site,etisal for advanced industries ,"<span class=""css-5wys0k"">6th of October, <!-- -->Giza, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 1 - 3 Yrs of Exp · Logistics/Supply Chain · Supply Chain · Material Planning · Data Analysis · Microsoft Power BI
IT Help Desk Specialist ERP & ECM Systems,https://wuzzuf.net/jobs/p/PYQh8f8QVPox-IT-Help-Desk-Specialist-ERP-ECM-Systems-Ebtikar-IT-Cairo-Egypt,Full TimeOn-site, Ebtikar IT,"<span class=""css-5wys0k"">Maadi, <!-- -->Cairo, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 1+ Yrs of Exp · Customer Service/Support · Installation/Maintenance/Repair · IT/Software Development · Technical Support · Technical Analysis · Information Technology (IT) · Computer Science · SQL · Microsoft SQL Server · MySQL
Senior Data Engineer,https://wuzzuf.net/jobs/p/SCc3lNw8IO1J-Senior-Data-Engineer-Paymob-Solutions-Cairo-Egypt,Full TimeHybrid,Paymob Solutions,"<span class=""css-5wys0k"">Maadi, <!-- -->Cairo, <!-- -->Egypt </span>",Full TimeHybridExperienced · 5 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Engineering · Python · SQL · Database · Pandas · Computer Science · Programming · Software Development
Quality Control Manager,https://wuzzuf.net/jobs/p/fQcCBqLuAgfH-Quality-Control-Manager-Giza-Egypt,Full TimeOn-site,Confidential,"<span class=""css-5wys0k"">Abu Rawash, <!-- -->Giza, <!-- -->Egypt </span>",Full TimeOn-siteManager · 3 - 7 Yrs of Exp · Quality · quality · ISO · Quality Control · Quality Assurance · Engineering · Administration · Analysis · business · Business Administration
Purchasing Specialist,https://wuzzuf.net/jobs/p/XWVR1Ix8Y3mw-Purchasing-Specialist-Mahmoud-Electric-Cairo-Egypt,Full TimeOn-site,Mahmoud Electric,"<span class=""css-5wys0k"">Downtown, <!-- -->Cairo, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 2 - 3 Yrs of Exp · females_preferred · Logistics/Supply Chain · Purchasing/Procurement · Procurement · Purchasing · Logistics · ERP · SAP · Data Analysis
English Speakers (Graduates Only / Full time shifts),https://wuzzuf.net/jobs/p/tapoyNGKe028-English-Speakers-Graduates-Only-Full-time-shifts-VOIS-Egypt-Cairo-Egypt,Full TimeShift BasedHybrid,_VOIS Egypt,"<span class=""css-5wys0k"">Cairo, <!-- -->Egypt </span>",Full TimeShift BasedHybridEntry Level · Customer Service/Support · Sales/Retail · Training/Instructor · Customer · Customer Care · Customer Support · Customer Service · customer support representative · Representative · Support
Accountant,https://wuzzuf.net/jobs/p/pDFia8UtJBPk-Accountant-ALWALAA-for-Sorting-and-Packing-Agricultural-Crops-Giza-Egypt,Full TimeOn-site,ALWALAA for Sorting and Packing Agricultural Crops,"<span class=""css-5wys0k"">Abu Rawash, <!-- -->Giza, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 3+ Yrs of Exp · Accounting/Finance · Analysis · Budgeting · Finance · Financial Analysis · Financial Data · Software
Process Analyst,https://wuzzuf.net/jobs/p/VtgaleV8lLcq-Process-Analyst-Giza-Egypt,Full TimeOn-site,Confidential,"<span class=""css-5wys0k"">6th of October, <!-- -->Giza, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 2 - 5 Yrs of Exp · Business Development · Analyst/Research · analytical · Analysis · Business Analysis · Data · Data Analysis · English · Internal Controls
Governance & Business Excellence Executive,https://wuzzuf.net/jobs/p/2DS0qXZkc3SU-Governance-Business-Excellence-Executive-Times-Development-Cairo-Egypt,Full TimeOn-site,Times Development,"<span class=""css-5wys0k"">New Cairo, <!-- -->Cairo, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 2 - 6 Yrs of Exp · Business Development · Operations/Management · Administration · business · Business Administration · Microsoft Excel · Process · Microsoft Office · Data Analysis · Business Development
Warehouse Coordinator,https://wuzzuf.net/jobs/p/rUEsdRPlmymg-Warehouse-Coordinator-Twelve-for-financial-and-administrative-services-Giza-Egypt,Full TimeOn-site,Twelve for financial and administrative services,"<span class=""css-5wys0k"">Mohandessin, <!-- -->Giza, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 1 - 3 Yrs of Exp · males_only · Logistics/Supply Chain · Operations/Management · Fashion · Warehousing · Data Entry · Data Analysis · Coordination · Administration · Supply Chain · Fashion Retail
English Speakers (Graduates Only - Full time shifts),https://wuzzuf.net/jobs/p/xP26YTlQ45Ph-English-Speakers-Graduates-Only---Full-time-shifts-VOIS-Egypt-Cairo-Egypt,Full TimeShift BasedHybrid,_VOIS Egypt,"<span class=""css-5wys0k"">Cairo, <!-- -->Egypt </span>",Full TimeShift BasedHybridEntry Level · Customer Service/Support · Sales/Retail · Training/Instructor · Customer · Customer Care · Customer Support · Customer Service · customer support representative · Representative · Support
MEL Specialist,https://wuzzuf.net/jobs/p/IY3hK8Q1uCtn-MEL-Specialist-Sprints-ai-Cairo-Egypt,Full TimeHybrid,Sprints.ai,"<span class=""css-5wys0k"">Maadi, <!-- -->Cairo, <!-- -->Egypt </span>",Full TimeHybridExperienced · 1 - 3 Yrs of Exp · Customer Service/Support · Operations/Management · Monitoring program implementation and progress. · Evaluating the effectiveness of learning outcomes. · Learning from our findings to continually improve our programs. · Learning · Data Analysis · Data Management
Senior Data Analyst,https://wuzzuf.net/jobs/p/l2HsysPBSUnM-Senior-Data-Analyst-Al-Ahly-capital-holding---Al-Ahly-Tamkeen-Cairo-Egypt,Full TimeOn-site,Al Ahly capital holding Al Ahly Tamkeen,"<span class=""css-5wys0k"">Zamalek, <!-- -->Cairo, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Analysis · BI · Computer Science · Data · analytical · Information Technology (IT) · Reporting
Quality Control Manager,https://wuzzuf.net/jobs/p/CDvFO3Ethl2s-Quality-Control-Manager-Egyptian-Golden-Fruit-company-Alexandria-Egypt,Full TimeOn-site,Egyptian Golden Fruit company,"<span class=""css-5wys0k"">Alexandria, <!-- -->Egypt </span>",Full TimeOn-siteManager · 5 - 8 Yrs of Exp · males_only · Quality · Administration · Analysis · business · Business Administration · Communication · Data Analysis · Engineering · ISO · Leadership
Sales Operations Admin,https://wuzzuf.net/jobs/p/VAQUCRiS2wvk-Sales-Operations-Admin-Duxcorp-Cairo-Egypt,Full TimeOn-site,Duxcorp ,"<span class=""css-5wys0k"">Sheraton, <!-- -->Cairo, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 2 - 6 Yrs of Exp · Administration · Operations/Management · Sales/Retail · Operations · Sales Operations · Sales · sales skills · Sales Target · Analysis · Microsoft Excel
For English Speakers (Graduates Only - Full time job),https://wuzzuf.net/jobs/p/B7aGupNdYDia-For-English-Speakers-Graduates-Only---Full-time-job-VOIS-Egypt-Cairo-Egypt,Full TimeShift BasedHybrid,_VOIS Egypt,"<span class=""css-5wys0k"">Cairo, <!-- -->Egypt </span>",Full TimeShift BasedHybridEntry Level · Customer Service/Support · Sales/Retail · Training/Instructor · Customer · Customer Care · Customer Support · Customer Service · customer support representative · Representative · Support
Quality Manager ( Fashion),https://wuzzuf.net/jobs/p/LrLueFT3F49f-Quality-Manager-Fashion-Carina-Wear-Cairo-Egypt,Full TimeOn-site,Carina Wear,"<span class=""css-5wys0k"">New Cairo, <!-- -->Cairo, <!-- -->Egypt </span>",Full TimeOn-siteManager · 7 - 10 Yrs of Exp · Logistics/Supply Chain · Data Analysis · Problem Solving · Decision Making · Leadership · quality · Microsoft Office · Analysis · Communication · Organization Skills
Research And Development (Food & Beverage ),https://wuzzuf.net/jobs/p/izWXk7K4PsGc-Research-And-Development-Food-Beverage-ICONIC-FMCG-Cairo-Egypt,Full TimeOn-site,ICONIC FMCG ,"<span class=""css-5wys0k"">New Cairo, <!-- -->Cairo, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 2 - 3 Yrs of Exp · males_only · R&D/Science · Business Development · Analyst/Research · Business Development · Analysis · Chemistry · Data Analysis · Market Research · Communication · Management
Data scientist/Statistician,https://wuzzuf.net/jobs/p/TU7iwLbeRqBU-Data-scientistStatistician-COB-Solution-Cairo-Egypt,Full TimeOn-site,COB Solution ,"<span class=""css-5wys0k"">Maadi, <!-- -->Cairo, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 5 - 7 Yrs of Exp · Business Development · Analyst/Research · Algorithms · Computer Science · Data · Data Mining · Data Science · Machine Learning · Mathematics · Statistics
Stock Market Analyst,https://wuzzuf.net/jobs/p/EZlx3OvQWYGt-Stock-Market-Analyst-Riyadh-Saudi-Arabia,Part TimeRemote,Confidential,"<span class=""css-5wys0k"">Riyadh, <!-- -->Saudi Arabia </span>",Part TimeRemoteExperienced · 8 - 10 Yrs of Exp · males_only · Analyst/Research · Analysis · Data Collection · Statistics · Analytics · analytical · Stocks · Stock Market
Accounting Manager,https://wuzzuf.net/jobs/p/P8O6PAoe8bAb-Accounting-Manager-Nutri-Food-Giza-Egypt,Full TimeOn-site,Nutri Food,"<span class=""css-5wys0k"">6th of October, <!-- -->Giza, <!-- -->Egypt </span>",Full TimeOn-siteManager · 3 - 5 Yrs of Exp · males_only · Accounting/Finance · Accounting · Financial Management · accounting data · Compliance · Finance · Financial · Financial Accounting · Financial Analysis · Financial Reports
English Speakers (Graduates Only - Full time job),https://wuzzuf.net/jobs/p/9hAdUvwuF8Ew-English-Speakers-Graduates-Only---Full-time-job-VOIS-Egypt-Cairo-Egypt,Full TimeShift BasedHybrid,_VOIS Egypt,"<span class=""css-5wys0k"">Cairo, <!-- -->Egypt </span>",Full TimeShift BasedHybridEntry Level · Customer Service/Support · Sales/Retail · Training/Instructor · Customer · Customer Care · Customer Support · Customer Service · customer support representative · Representative · Support
Data Analyst,https://wuzzuf.net/jobs/p/sbfNVsAYhQVm-Data-Analyst-Lecico-Egypt-Alexandria-Egypt,Full TimeOn-site,Lecico Egypt,"<span class=""css-5wys0k"">Alexandria, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 1 - 3 Yrs of Exp · IT/Software Development · Analyst/Research · Analyst · Data Analysis · Information Technology (IT) · Science · English · Data Analyst · Computer Science · Analysis
CRM & HR Coordinator,https://wuzzuf.net/jobs/p/i0LJ1lDnNRk5-CRM-HR-Coordinator-Supa-Koto-Cairo-Egypt,Full TimeOn-site,Supa Koto,"<span class=""css-5wys0k"">Maadi, <!-- -->Cairo, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 2 - 4 Yrs of Exp · Administration · Human Resources · Operations/Management · CRM · HR · Human Resources (HR) · Data Analysis · customer engagement · Customer Satisfaction · Performance Measurement
Accounting,https://wuzzuf.net/jobs/p/ICJ42aYIsSgD-Accounting-ITouch-Cairo-Egypt,Full TimeOn-site,ITouch ,"<span class=""css-5wys0k"">Cairo, <!-- -->Egypt </span>",Full TimeOn-siteEntry Level · 1 - 2 Yrs of Exp · Accounting/Finance · Analyst/Research · Accounting · Finance · Financial Reports · Data · Financial · Financial Analysis · Financial Accounting
Tech Sales Operations Associate,https://wuzzuf.net/jobs/p/Ofv5XTK1hT7B-Tech-Sales-Operations-Associate-intrazero-Cairo-Egypt,Full TimeHybrid,intrazero,"<span class=""css-5wys0k"">Nasr City, <!-- -->Cairo, <!-- -->Egypt </span>",Full TimeHybridEntry Level · 1 - 3 Yrs of Exp · Administration · Business Development · IT/Software Development · Administration · Sales Field · Technical Sales · Technology · CRM Software · HubSpot · AI
Marketing Analyst,https://wuzzuf.net/jobs/p/Eu5NTRNOvQ6r-Marketing-Analyst-Roaya-Cairo-Egypt,Full TimeOn-site, Roaya,"<span class=""css-5wys0k"">Maadi, <!-- -->Cairo, <!-- -->Egypt </span>",Full TimeOn-siteManager · 5 - 10 Yrs of Exp · IT/Software Development · Marketing/PR/Advertising · Analyst/Research · Analysis · Data Analysis · Market Research · Marketing
Senior Budget and Reporting Analyst,https://wuzzuf.net/jobs/p/HVKjnADynxvo-Senior-Budget-and-Reporting-Analyst-GlobeMed-Egypt-Cairo-Egypt,Full TimeOn-site,GlobeMed Egypt,"<span class=""css-5wys0k"">Cairo, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · Accounting/Finance · Analyst/Research · Accounting · Finance · Data Analysis · Analysis · Budgeting · business · Communication · Communication skills
Data Engineer,https://wuzzuf.net/jobs/p/qNomjSPCqDVm-Data-Engineer-Coformatique-Cairo-Egypt,Full TimeHybrid,Coformatique,"<span class=""css-5wys0k"">Cairo, <!-- -->Egypt </span>",Full TimeHybridExperienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Spark · kafka · Hive · Computer Engineering · Computer Science · Data Modeling · Information Technology (IT) · Programming
AR Senior Accountant,https://wuzzuf.net/jobs/p/WQqRFKKhv8bF-AR-Senior-Accountant-Infinity-Clinic-Pharma-Cairo-Egypt,Full TimeOn-site,Infinity Clinic Pharma,"<span class=""css-5wys0k"">Nasr City, <!-- -->Cairo, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 3 - 6 Yrs of Exp · males_only · Accounting/Finance · Administration · Banking · Accounting · Finance · Financial Analysis · Financial Management · SAP · excel · Financial Data Analysis
CFO,https://wuzzuf.net/jobs/p/b0H8LfeLQ76Y-CFO-Babel-Development-Sharqia-Egypt,Full TimeOn-site,Babel Development ,"<span class=""css-5wys0k"">10th of Ramadan City, <!-- -->Sharqia, <!-- -->Egypt </span>",Full TimeOn-siteSenior Management · 10 - 15 Yrs of Exp · males_only · Accounting/Finance · C-Level Executive/GM/Director · Accounting · CFO · Finance · Financial Management · Risk Management · Financial Analysis · Data Analysis · Financial
